chr_rna_RCH	start_rna_RCH	end_rna_RCH	gene_name__RCH	score	str_RCH	gene_type_RCH	gene_name_not_uniq_RCH	from_RCH	id_RCH	chr_rna	start_rna	end_rna	gene_name	lala	str	gene_id	overlap	merge_len	overlap/merge_len	len_RCH	len
chr13	110265251	110266113	AL161773.1	100	-	TEC	AL161773.1	gencode	62293	chr13	110265250	110266113	AL161773.1	100	-	ENSG00000279237.1	862	863	0.9988412514484357	863	864
chr13	110863987	110870251	PRECSIT	100	-	lncRNA	PRECSIT	gencode	62358	chr13	110863986	110870251	LINC00346	100	-	ENSG00000255874.2	6264	6265	0.9998403830806065	6265	6266
chr13	110894639	110899172	ANKRD10-IT1	100	-	lncRNA	ANKRD10-IT1	gencode	62361	chr13	110894638	110899172	ANKRD10-IT1	100	-	ENSG00000229152.2	4533	4534	0.9997794441993825	4534	4535
chr13	110916004	110917827	AL442128.2	100	+	lncRNA	AL442128.2	gencode	62362	chr13	110916003	110917827	AL442128.2	100	+	ENSG00000277767.1	1823	1824	0.9994517543859649	1824	1825
chr13	111113812	111115678	ARHGEF7-AS2	100	-	lncRNA	ARHGEF7-AS2	gencode	62380	chr13	111113811	111115678	ARHGEF7-AS2	100	-	ENSG00000235875.3	1866	1867	0.9994643813604713	1867	1868
chr13	112602828	112606417	AL139384.2	100	-	lncRNA	AL139384.2	gencode	62515	chr13	112602827	112606417	AL139384.2	100	-	ENSG00000277159.1	3589	3590	0.9997214484679666	3590	3591
chr13	112686769	112689815	AL139384.1	100	-	lncRNA	AL139384.1	gencode	62522	chr13	112686768	112689815	AL139384.1	100	-	ENSG00000274922.1	3046	3047	0.9996718083360683	3047	3048
chr13	112811566	112812158	AL356752.1	100	+	lncRNA	AL356752.1	gencode	62539	chr13	112811565	112812158	AL356752.1	100	+	ENSG00000277545.1	592	593	0.9983136593591906	593	594
chr13	112964835	112966131	AL356740.1	100	-	lncRNA	AL356740.1	gencode	62558	chr13	112964834	112966131	AL356740.1	100	-	ENSG00000267868.1	1296	1297	0.9992289899768697	1297	1298
chr13	112967484	112968824	MCF2L-AS1	100	-	lncRNA	MCF2L-AS1	gencode	62559	chr13	112967483	112968824	MCF2L-AS1	100	-	ENSG00000235280.2	1340	1341	0.9992542878448919	1341	1342
chr13	113008778	113009424	AL356740.2	100	+	lncRNA	AL356740.2	gencode	62568	chr13	113008777	113009424	AL356740.2	100	+	ENSG00000269356.1	646	647	0.9984544049459042	647	648
chr13	113351645	113361868	GRTP1-AS1	100	+	lncRNA	GRTP1-AS1	gencode	62623	chr13	113351644	113361868	GRTP1-AS1	100	+	ENSG00000225083.2	10223	10224	0.9999021909233177	10224	10225
chr13	113527260	113530621	AL442125.1	100	+	lncRNA	AL442125.1	gencode	62647	chr13	113527259	113530621	AL442125.1	100	+	ENSG00000276248.1	3361	3362	0.9997025580011898	3362	3363
chr13	113815630	113845744	GAS6-AS1	100	+	lncRNA	GAS6-AS1	gencode	62682	chr13	113815629	113845744	GAS6-AS1	100	+	ENSG00000233695.2	30114	30115	0.9999667939565001	30115	30116
chr13	113864112	113866834	GAS6-DT	100	+	lncRNA	GAS6-DT	gencode	62687	chr13	113864111	113866834	GAS6-DT	100	+	ENSG00000272695.2	2722	2723	0.9996327579875137	2723	2724
chr14	20260480	20264308	AL356019.2	100	-	lncRNA	AL356019.2	gencode	62899	chr14	20260479	20264308	AL356019.2	100	-	ENSG00000258768.2	3828	3829	0.9997388352050144	3829	3830
chr14	21200079	21206900	LINC00641	100	-	lncRNA	LINC00641	gencode	63110	chr14	21200078	21206900	LINC00641	100	-	ENSG00000258441.1	6821	6822	0.9998534154206977	6822	6823
chr14	21384292	21384920	AL135744.1	100	+	lncRNA	AL135744.1	gencode	63126	chr14	21384291	21384920	AL135744.1	100	+	ENSG00000260830.1	628	629	0.9984101748807631	629	630
chr14	22197446	22482959	AC244502.1	100	-	lncRNA	AC244502.1	gencode	63251	chr14	22197445	22482959	AC244502.1	100	-	ENSG00000251002.8	285513	285514	0.9999964975447789	285514	285515
chr14	22595808	22598946	AC243965.2	100	-	lncRNA	AC243965.2	gencode	63369	chr14	22595807	22598946	AC243965.2	100	-	ENSG00000275552.1	3138	3139	0.9996814272061166	3139	3140
chr14	22701476	22766562	AL160314.2	100	-	lncRNA	AL160314.2	gencode	63391	chr14	22701475	22766562	AL160314.2	100	-	ENSG00000258458.7	65086	65087	0.9999846359488069	65087	65088
chr14	22929607	22956374	AL132780.1	100	+	lncRNA	AL132780.1	gencode	63435	chr14	22929606	22956374	AL132780.1	100	+	ENSG00000257285.6	26767	26768	0.99996264196055	26768	26769
chr14	22982698	22999078	AL132780.2	100	+	lncRNA	AL132780.2	gencode	63455	chr14	22982697	22999078	AL132780.2	100	+	ENSG00000258457.5	16380	16381	0.9999389536658324	16381	16382
chr14	23005499	23007123	AL132780.5	100	-	TEC	AL132780.5	gencode	63458	chr14	23005498	23007123	AL132780.5	100	-	ENSG00000280129.1	1624	1625	0.9993846153846154	1625	1626
chr14	23023083	23024217	AL132780.4	100	-	TEC	AL132780.4	gencode	63461	chr14	23023082	23024217	AL132780.4	100	-	ENSG00000279656.1	1134	1135	0.9991189427312775	1135	1136
chr14	23511760	23560778	ZFHX2-AS1	100	+	lncRNA	ZFHX2-AS1	gencode	63549	chr14	23511759	23560778	ZFHX2-AS1	100	+	ENSG00000157306.14	49018	49019	0.9999795997470369	49019	49020
chr14	23561097	23568073	AL135999.1	100	+	lncRNA	AL135999.1	gencode	63558	chr14	23561096	23568073	AL135999.1	100	+	ENSG00000258727.1	6976	6977	0.9998566719220295	6977	6978
chr14	23922247	23934568	LINC00596	100	-	lncRNA	LINC00596	gencode	63611	chr14	23922246	23934568	LINC00596	100	-	ENSG00000259334.1	12321	12322	0.9999188443434507	12322	12323
chr14	23938219	24052555	DHRS4-AS1	100	-	lncRNA	DHRS4-AS1	gencode	63614	chr14	23938218	24052555	DHRS4-AS1	100	-	ENSG00000215256.4	114336	114337	0.9999912539248013	114337	114338
chr14	24198433	24199090	AL136295.6	100	+	lncRNA	AL136295.6	gencode	63682	chr14	24198432	24199090	AL136295.6	100	+	ENSG00000276698.1	657	658	0.9984802431610942	658	659
chr14	24201612	24202811	AL136295.7	100	-	lncRNA	AL136295.7	gencode	63684	chr14	24201611	24202811	AL136295.7	100	-	ENSG00000278784.1	1199	1200	0.9991666666666666	1200	1201
chr14	24209646	24215987	AL096870.2	100	-	lncRNA	AL096870.2	gencode	63688	chr14	24209645	24215987	AL096870.3	100	-	ENSG00000260669.2	6341	6342	0.999842321034374	6342	6343
chr14	26592747	26594517	AL079343.1	100	-	lncRNA	AL079343.1	gencode	63841	chr14	26592746	26594517	AL079343.1	100	-	ENSG00000262119.1	1770	1771	0.9994353472614342	1771	1772
chr14	30876179	30889808	AL049830.3	100	-	lncRNA	AL049830.3	gencode	64029	chr14	30876178	30889808	AL049830.3	100	-	ENSG00000258525.2	13629	13630	0.9999266324284666	13630	13631
chr14	34541044	34541714	AL445363.3	100	+	TEC	AL445363.3	gencode	64263	chr14	34541043	34541714	AL445363.3	100	+	ENSG00000279423.1	670	671	0.9985096870342772	671	672
chr14	34874343	34876459	AL121603.2	100	+	lncRNA	AL121603.2	gencode	64317	chr14	34874342	34876459	AL121603.2	100	+	ENSG00000258738.1	2116	2117	0.9995276334435522	2117	2118
chr14	35086035	35088059	AL049776.1	100	+	TEC	AL049776.1	gencode	64338	chr14	35086034	35088059	AL049776.1	100	+	ENSG00000279434.1	2024	2025	0.9995061728395062	2025	2026
chr14	35873857	35875303	AL162311.1	100	+	lncRNA	AL162311.1	gencode	64395	chr14	35873856	35875303	AL162311.1	100	+	ENSG00000257272.1	1446	1447	0.9993089149965446	1447	1448
chr14	36320753	36656163	AL132857.1	100	+	lncRNA	AL132857.1	gencode	64418	chr14	36320752	36656163	AL132857.1	100	+	ENSG00000283098.2	335410	335411	0.9999970185831711	335411	335412
chr14	37171888	37173811	SLC25A21-AS1	100	+	lncRNA	SLC25A21-AS1	gencode	64467	chr14	37171887	37173811	SLC25A21-AS1	100	+	ENSG00000258708.1	1923	1924	0.9994802494802495	1924	1925
chr14	38738155	38948273	LINC00639	100	-	lncRNA	LINC00639	gencode	64558	chr14	38738154	38948273	LINC00639	100	-	ENSG00000259070.7	210118	210119	0.9999952407921225	210119	210120
chr14	39432599	40390547	AL049828.1	100	+	lncRNA	AL049828.1	gencode	64628	chr14	39432598	40390547	AL049828.1	100	+	ENSG00000258526.7	957948	957949	0.9999989561030911	957949	957950
chr14	40954693	41149309	LINC02315	100	+	lncRNA	LINC02315	gencode	64666	chr14	40954692	41149309	LINC02315	100	+	ENSG00000251363.3	194616	194617	0.999994861702729	194617	194618
chr14	41583657	41604988	AL121821.2	100	-	lncRNA	AL121821.2	gencode	64687	chr14	41583656	41604988	AL121821.1	100	-	ENSG00000258636.2	21331	21332	0.9999531220701294	21332	21333
chr14	45377268	45389286	AL162632.1	100	+	lncRNA	AL162632.1	gencode	64798	chr14	45377267	45389286	AL162632.1	100	+	ENSG00000257900.2	12018	12019	0.9999167984025293	12019	12020
chr14	47764954	47795302	LINC00648	100	-	lncRNA	LINC00648	gencode	64863	chr14	47764953	47795302	LINC00648	100	-	ENSG00000259129.6	30348	30349	0.9999670499851725	30349	30350
chr14	49861176	49864326	AL627171.2	100	-	lncRNA	AL627171.2	gencode	65000	chr14	49861175	49864326	AL627171.2	100	-	ENSG00000282885.2	3150	3151	0.999682640431609	3151	3152
chr14	49863072	49864379	AL627171.1	100	+	lncRNA	AL627171.1	gencode	65003	chr14	49863071	49864379	AL627171.1	100	+	ENSG00000278002.1	1307	1308	0.9992354740061162	1308	1309
chr14	50326526	50327909	AL359397.2	100	-	lncRNA	AL359397.2	gencode	65045	chr14	50326525	50327909	AL359397.2	100	-	ENSG00000259071.1	1383	1384	0.9992774566473989	1384	1385
chr14	50723777	50724272	AL606834.2	100	-	lncRNA	AL606834.2	gencode	65078	chr14	50723776	50724272	AL606834.2	100	-	ENSG00000270062.1	495	496	0.9979838709677419	496	497
chr14	50956259	50962002	AL358334.2	100	-	lncRNA	AL358334.2	gencode	65095	chr14	50956258	50962002	AL358334.2	100	-	ENSG00000258711.2	5743	5744	0.9998259052924791	5744	5745
chr14	51304108	51331918	LINC00519	100	-	lncRNA	LINC00519	gencode	65124	chr14	51304107	51331918	LINC00519	100	-	ENSG00000258955.2	27810	27811	0.9999640430045665	27811	27812
chr14	51637348	51637947	AL122125.1	100	-	lncRNA	AL122125.1	gencode	65161	chr14	51637347	51637947	AL122125.1	100	-	ENSG00000277050.1	599	600	0.9983333333333333	600	601
chr14	51649516	51651744	FRMD6-AS1	100	-	lncRNA	FRMD6-AS1	gencode	65168	chr14	51649515	51651744	FRMD6-AS1	100	-	ENSG00000273888.1	2228	2229	0.9995513683266039	2229	2230
chr14	52775237	52777740	AL139317.3	100	+	lncRNA	AL139317.3	gencode	65256	chr14	52775236	52777740	AL139317.3	100	+	ENSG00000259049.1	2503	2504	0.9996006389776357	2504	2505
chr14	53153354	53157528	AL356020.1	100	+	lncRNA	AL356020.1	gencode	65289	chr14	53153353	53157528	AL356020.1	100	+	ENSG00000258731.1	4174	4175	0.9997604790419161	4175	4176
chr14	53169010	53883740	AL365295.1	100	+	lncRNA	AL365295.1	gencode	65291	chr14	53169009	53883740	AL365295.1	100	+	ENSG00000237356.7	714730	714731	0.9999986008722163	714731	714732
chr14	55496786	55580888	KTN1-AS1	100	-	lncRNA	KTN1-AS1	gencode	65512	chr14	55496785	55580888	KTN1-AS1	100	-	ENSG00000186615.11	84102	84103	0.9999881098177235	84103	84104
chr14	55781132	55796731	LINC00520	100	-	lncRNA	LINC00520	gencode	65544	chr14	55781131	55796731	LINC00520	100	-	ENSG00000258791.9	15599	15600	0.9999358974358974	15600	15601
chr14	56305838	56306394	AL355073.2	100	+	lncRNA	AL355073.2	gencode	65590	chr14	56305837	56306394	AL355073.2	100	+	ENSG00000275569.1	556	557	0.9982046678635548	557	558
chr14	56310880	56427032	LINC02284	100	+	lncRNA	LINC02284	gencode	65592	chr14	56310879	56427032	LINC02284	100	+	ENSG00000259719.6	116152	116153	0.9999913906657598	116153	116154
chr14	57066260	57112660	AL391152.1	100	-	lncRNA	AL391152.1	gencode	65636	chr14	57066259	57112660	AL391152.1	100	-	ENSG00000258592.1	46400	46401	0.9999784487403288	46401	46402
chr14	57993545	57994525	AL049838.1	100	-	lncRNA	AL049838.1	gencode	65678	chr14	57993544	57994525	AL049838.1	100	-	ENSG00000259969.1	980	981	0.9989806320081549	981	982
chr14	58264662	58269681	AL132989.1	100	+	lncRNA	AL132989.1	gencode	65694	chr14	58264661	58269681	AL132989.1	100	+	ENSG00000258682.1	5019	5020	0.999800796812749	5020	5021
chr14	58265365	58298134	PSMA3-AS1	100	-	lncRNA	PSMA3-AS1	gencode	65695	chr14	58265364	58298134	PSMA3-AS1	100	-	ENSG00000257621.8	32769	32770	0.9999694842844065	32770	32771
chr14	61294909	61322838	AL359220.1	100	-	lncRNA	AL359220.1	gencode	65889	chr14	61294908	61322838	AL359220.1	100	-	ENSG00000247287.3	27929	27930	0.9999641962047977	27930	27931
chr14	61556273	61570653	LINC01303	100	-	lncRNA	LINC01303	gencode	65905	chr14	61556272	61570653	LINC01303	100	-	ENSG00000250548.7	14380	14381	0.9999304638064113	14381	14382
chr14	61570405	61658696	AL355916.1	100	+	lncRNA	AL355916.1	gencode	65906	chr14	61570404	61658696	AL355916.1	100	+	ENSG00000232774.8	88291	88292	0.9999886739455444	88292	88293
chr14	61681041	61695823	HIF1A-AS1	100	-	lncRNA	HIF1A-AS1	gencode	65913	chr14	61681040	61695823	HIF1A-AS1	100	-	ENSG00000258777.1	14782	14783	0.9999323547317865	14783	14784
chr14	63543569	63544664	AL136038.5	100	+	lncRNA	AL136038.5	gencode	65993	chr14	63543568	63544664	AL136038.3	100	+	ENSG00000261242.1	1095	1096	0.9990875912408759	1096	1097
chr14	64329431	64338639	AL161756.1	100	-	lncRNA	AL161756.1	gencode	66059	chr14	64329430	64338639	AL161756.1	100	-	ENSG00000214770.3	9208	9209	0.9998914105766098	9209	9210
chr14	64422935	64448557	AL122035.1	100	-	lncRNA	AL122035.1	gencode	66066	chr14	64422934	64448557	AL122035.1	100	-	ENSG00000258824.2	25622	25623	0.9999609725637123	25623	25624
chr14	64440369	64442238	AL122035.2	100	-	lncRNA	AL122035.2	gencode	66067	chr14	64440368	64442238	AL122035.2	100	-	ENSG00000272909.1	1869	1870	0.9994652406417113	1870	1871
chr14	65411170	65412690	FUT8-AS1	100	-	lncRNA	FUT8-AS1	gencode	66170	chr14	65411169	65412690	FUT8-AS1	100	-	ENSG00000276116.2	1520	1521	0.9993425378040762	1521	1522
chr14	66212810	66509394	AL359232.1	100	-	lncRNA	AL359232.1	gencode	66239	chr14	66212809	66509394	AL359232.1	100	-	ENSG00000258561.2	296584	296585	0.9999966282853145	296585	296586
chr14	68979682	68987463	ACTN1-AS1	100	+	lncRNA	ACTN1-AS1	gencode	66496	chr14	68979681	68987463	ACTN1-AS1	100	+	ENSG00000259062.2	7781	7782	0.9998714983294783	7782	7783
chr14	69183017	69214092	AL359317.2	100	-	lncRNA	AL359317.2	gencode	66525	chr14	69183016	69214092	AL359317.2	100	-	ENSG00000258957.2	31075	31076	0.9999678208263612	31076	31077
chr14	69617122	69617648	AL133445.2	100	+	lncRNA	AL133445.2	gencode	66579	chr14	69617121	69617648	AL133445.2	100	+	ENSG00000273797.1	526	527	0.9981024667931688	527	528
chr14	70608798	70641298	AL357153.1	100	-	lncRNA	AL357153.1	gencode	66671	chr14	70608797	70641298	AL357153.1	100	-	ENSG00000245466.1	32500	32501	0.9999692317159472	32501	32502
chr14	70809841	70815994	AC004816.1	100	+	lncRNA	AC004816.1	gencode	66685	chr14	70809840	70815994	AC004816.1	100	+	ENSG00000259153.2	6153	6154	0.9998375040623985	6154	6155
chr14	70906657	70907111	AC004825.2	100	-	lncRNA	AC004825.2	gencode	66694	chr14	70906656	70907111	AC004825.2	100	-	ENSG00000274818.1	454	455	0.9978021978021978	455	456
chr14	71141125	71143253	AC004817.3	100	-	lncRNA	AC004817.3	gencode	66709	chr14	71141124	71143253	AC004817.3	100	-	ENSG00000269927.1	2128	2129	0.9995302959135745	2129	2130
chr14	73057925	73059415	AL442663.3	100	-	lncRNA	AL442663.3	gencode	66868	chr14	73057924	73059415	AL442663.3	100	-	ENSG00000258813.2	1490	1491	0.9993293091884641	1491	1492
chr14	73242651	73245979	AC004846.1	100	-	lncRNA	AC004846.1	gencode	66894	chr14	73242650	73245979	AC004846.1	100	-	ENSG00000258376.2	3328	3329	0.99969960949234	3329	3330
chr14	73580694	73582918	AC005225.4	100	+	TEC	AC005225.4	gencode	66933	chr14	73580693	73582918	AC005225.4	100	+	ENSG00000279026.1	2224	2225	0.9995505617977528	2225	2226
chr14	73787355	73803300	AC005520.2	100	+	lncRNA	AC005520.2	gencode	66969	chr14	73787354	73803300	AC005520.2	100	+	ENSG00000259065.2	15945	15946	0.9999372883481751	15946	15947
chr14	73896164	73938114	AC005480.1	100	-	lncRNA	AC005480.1	gencode	66982	chr14	73896163	73938114	AC005480.1	100	-	ENSG00000258891.1	41950	41951	0.9999761626659674	41951	41952
chr14	73905267	73905636	AC005520.3	100	+	lncRNA	AC005520.3	gencode	66983	chr14	73905266	73905636	AC005520.3	100	+	ENSG00000270140.1	369	370	0.9972972972972973	370	371
chr14	74289127	74294425	AC005519.1	100	-	lncRNA	AC005519.1	gencode	67027	chr14	74289126	74294425	AC005519.1	100	-	ENSG00000258559.2	5298	5299	0.9998112851481411	5299	5300
chr14	74471930	74472360	AC005479.2	100	-	lncRNA	AC005479.2	gencode	67068	chr14	74471929	74472360	AC005479.2	100	-	ENSG00000270000.1	430	431	0.9976798143851509	431	432
chr14	74474007	74474864	AC005479.1	100	-	lncRNA	AC005479.1	gencode	67069	chr14	74474006	74474864	AC005479.1	100	-	ENSG00000259005.1	857	858	0.9988344988344988	858	859
chr14	74614693	74616647	AC013451.2	100	-	lncRNA	AC013451.2	gencode	67099	chr14	74614692	74616647	AC013451.2	100	-	ENSG00000258976.1	1954	1955	0.9994884910485934	1955	1956
chr14	75011269	75012851	AL049780.3	100	-	TEC	AL049780.3	gencode	67192	chr14	75011268	75012851	AL049780.3	100	-	ENSG00000279594.1	1582	1583	0.9993682880606444	1583	1584
chr14	75176929	75177418	AL691403.2	100	+	lncRNA	AL691403.2	gencode	67212	chr14	75176928	75177418	AL691403.2	100	+	ENSG00000273565.1	489	490	0.9979591836734694	490	491
chr14	75423683	75427741	AF111167.2	100	-	lncRNA	AF111167.2	gencode	67259	chr14	75423682	75427741	AF111167.2	100	-	ENSG00000259319.1	4058	4059	0.9997536338999754	4059	4060
chr14	76279173	76283103	AC016526.3	100	+	TEC	AC016526.3	gencode	67334	chr14	76279172	76283103	AC016526.3	100	+	ENSG00000280078.1	3930	3931	0.9997456118036123	3931	3932
chr14	76774284	76781518	AF111169.3	100	-	lncRNA	AF111169.3	gencode	67389	chr14	76774283	76781518	AF111169.3	100	-	ENSG00000259081.1	7234	7235	0.999861782999309	7235	7236
chr14	76778952	76782249	AF111169.1	100	+	lncRNA	AF111169.1	gencode	67390	chr14	76778951	76782249	AF111169.1	100	+	ENSG00000258610.1	3297	3298	0.9996967859308672	3298	3299
chr14	76781733	76786724	VASH1-AS1	100	-	lncRNA	VASH1-AS1	gencode	67391	chr14	76781732	76786724	VASH1-AS1	100	-	ENSG00000258301.3	4991	4992	0.9997996794871795	4992	4993
chr14	77028086	77031572	AC007686.3	100	+	lncRNA	AC007686.3	gencode	67453	chr14	77028085	77031572	AC007686.3	100	+	ENSG00000273729.1	3486	3487	0.9997132205334098	3487	3488
chr14	77069169	77076392	LINC02289	100	-	lncRNA	LINC02289	gencode	67461	chr14	77069168	77076392	LINC02289	100	-	ENSG00000258819.2	7223	7224	0.9998615725359912	7224	7225
chr14	77140683	77142996	AC007375.3	100	+	lncRNA	AC007375.3	gencode	67473	chr14	77140682	77142996	AC007375.2	100	+	ENSG00000269883.1	2313	2314	0.9995678478824547	2314	2315
chr14	81221218	81222460	AL136040.1	100	+	lncRNA	AL136040.1	gencode	67682	chr14	81221217	81222460	AL136040.1	100	+	ENSG00000273783.1	1242	1243	0.999195494770716	1243	1244
chr14	82642605	82746664	LINC02301	100	+	lncRNA	LINC02301	gencode	67733	chr14	82642604	82746664	LINC02301	100	+	ENSG00000258743.6	104059	104060	0.9999903901595234	104060	104061
chr14	85518871	85531585	AL049775.1	100	-	lncRNA	AL049775.1	gencode	67818	chr14	85518870	85531585	AL049775.1	100	-	ENSG00000205562.3	12714	12715	0.9999213527329925	12715	12716
chr14	85911438	86161500	LINC02328	100	+	lncRNA	LINC02328	gencode	67830	chr14	85911437	86161500	LINC02328	100	+	ENSG00000258733.6	250062	250063	0.999996001007746	250063	250064
chr14	88024519	88098025	LINC01146	100	+	lncRNA	LINC01146	gencode	67888	chr14	88024518	88098025	LINC01146	100	+	ENSG00000258867.6	73506	73507	0.9999863958534562	73507	73508
chr14	88551597	88552493	AL162171.1	100	+	lncRNA	AL162171.1	gencode	67916	chr14	88551596	88552493	AL162171.2	100	+	ENSG00000258789.1	896	897	0.9988851727982163	897	898
chr14	88589231	88592408	AL162171.3	100	+	lncRNA	AL162171.3	gencode	67919	chr14	88589230	88592408	AL162171.4	100	+	ENSG00000278576.1	3177	3178	0.999685336689742	3178	3179
chr14	88819608	88822151	AL121768.1	100	-	lncRNA	AL121768.1	gencode	67923	chr14	88819607	88822151	AL121768.2	100	-	ENSG00000274492.1	2543	2544	0.9996069182389937	2544	2545
chr14	90383365	90387973	AL512791.2	100	+	lncRNA	AL512791.2	gencode	68042	chr14	90383364	90387973	AL512791.2	100	+	ENSG00000275198.1	4608	4609	0.999783033195921	4609	4610
chr14	91242759	91252211	AL135818.1	100	+	lncRNA	AL135818.1	gencode	68146	chr14	91242758	91252211	AL135818.1	100	+	ENSG00000258875.6	9452	9453	0.999894213477203	9453	9454
chr14	91572444	91575271	AL133373.2	100	-	TEC	AL133373.2	gencode	68193	chr14	91572443	91575271	AL133373.2	100	-	ENSG00000279286.2	2827	2828	0.9996463932107497	2828	2829
chr14	91752856	91759798	AL121839.2	100	-	lncRNA	AL121839.2	gencode	68204	chr14	91752855	91759798	AL121839.2	100	-	ENSG00000260711.2	6942	6943	0.9998559700417687	6943	6944
chr14	95157645	95181475	DICER1-AS1	100	+	lncRNA	DICER1-AS1	gencode	68569	chr14	95157644	95181475	DICER1-AS1	100	+	ENSG00000235706.8	23830	23831	0.9999580378498594	23831	23832
chr14	95516136	95517911	AL133467.1	100	+	lncRNA	AL133467.1	gencode	68639	chr14	95516135	95517911	AL133467.1	100	+	ENSG00000258572.1	1775	1776	0.9994369369369369	1776	1777
chr14	95521943	95534889	SNHG10	100	-	lncRNA	SNHG10	gencode	68641	chr14	95521942	95534889	SNHG10	100	-	ENSG00000247092.7	12946	12947	0.9999227620298139	12947	12948
chr14	95650498	95679833	TCL6	100	+	lncRNA	TCL6	gencode	68664	chr14	95650497	95679833	TCL6	100	+	ENSG00000187621.14	29335	29336	0.9999659121898009	29336	29337
chr14	96275046	96276723	AL355102.3	100	-	lncRNA	AL355102.3	gencode	68735	chr14	96275045	96276723	AL355102.3	100	-	ENSG00000258729.2	1677	1678	0.9994040524433849	1678	1679
chr14	96500810	96502321	AL163051.1	100	-	lncRNA	AL163051.1	gencode	68752	chr14	96500809	96502321	AL163051.1	100	-	ENSG00000260806.1	1511	1512	0.9993386243386243	1512	1513
chr14	96592399	96605974	AL137786.1	100	+	lncRNA	AL137786.1	gencode	68762	chr14	96592398	96605974	AL137786.1	100	+	ENSG00000258702.3	13575	13576	0.9999263406010607	13576	13577
